scientific_name,park_name,observations
Ichthyomyzon castaneus,Great Smoky Mountains National Park,67
Cornus canadensis,Great Smoky Mountains National Park,98
Carex livida,Great Smoky Mountains National Park,90
Drummondia prorepens,Great Smoky Mountains National Park,70
Cynoglossum virginianum,Great Smoky Mountains National Park,95
Symphyotrichum phlogifolium,Great Smoky Mountains National Park,67
Arundo donax,Great Smoky Mountains National Park,75
Sonchus oleraceus,Great Smoky Mountains National Park,63
Euonymus obovata,Great Smoky Mountains National Park,59
Allium canadense,Great Smoky Mountains National Park,71
Agrostis variabilis,Great Smoky Mountains National Park,105
Viola lobata ssp. lobata,Great Smoky Mountains National Park,46
Angelica pinnata,Great Smoky Mountains National Park,53
Baeolophus bicolor,Great Smoky Mountains National Park,86
Veronica persica,Great Smoky Mountains National Park,62
Myotis californicus,Great Smoky Mountains National Park,97
Trichophorum caespitosus,Great Smoky Mountains National Park,73
Percina caprodes,Great Smoky Mountains National Park,78
Poa pratensis,Great Smoky Mountains National Park,72
Smilax hugeri,Great Smoky Mountains National Park,63
Geothlypis trichas,Great Smoky Mountains National Park,86
Listera cordata,Great Smoky Mountains National Park,90
Arnica rydbergii,Great Smoky Mountains National Park,88
Geum aleppicum,Great Smoky Mountains National Park,70
Spergula arvensis,Great Smoky Mountains National Park,69
Salix wolfii var. idahoensis,Great Smoky Mountains National Park,60
Tringa solitaria,Great Smoky Mountains National Park,78
Agastache nepetoides,Great Smoky Mountains National Park,76
Robinia viscosa var. hartwegii,Great Smoky Mountains National Park,47
Lepidium ramosissimum var. bourgeauanum,Great Smoky Mountains National Park,88
Dryopteris filix-mas,Great Smoky Mountains National Park,78
Plagiobothrys torreyi var. torreyi,Great Smoky Mountains National Park,62
Seiurus aurocapilla,Great Smoky Mountains National Park,13
Sparganium,Great Smoky Mountains National Park,87
Bufo woodhousii,Great Smoky Mountains National Park,122
Krigia dandelion,Great Smoky Mountains National Park,130
Carex brainerdii,Great Smoky Mountains National Park,85
Carex rossii,Great Smoky Mountains National Park,42
Myrica hartwegii,Great Smoky Mountains National Park,121
Hypericum densiflorum,Great Smoky Mountains National Park,81
Galium pilosum var. puncticulosum,Great Smoky Mountains National Park,112
Oryzomys palustris palustris,Great Smoky Mountains National Park,40
Fritillaria atropurpurea,Great Smoky Mountains National Park,47
Moxostoma macrolepidotum,Great Smoky Mountains National Park,74
Lotus oblongifolius var. oblongifolius,Great Smoky Mountains National Park,75
Smilax rotundifolia,Great Smoky Mountains National Park,38
Tamiasciurus douglasii,Great Smoky Mountains National Park,78
Agrostis elliottiana,Great Smoky Mountains National Park,72
Carex phaeocephala,Great Smoky Mountains National Park,46
Dichanthelium sphaerocarpon var. isophyllum,Great Smoky Mountains National Park,88
Phenacobius catostomus,Great Smoky Mountains National Park,93
Helianthus strumosus,Great Smoky Mountains National Park,77
Myotis thysanodes,Great Smoky Mountains National Park,75
Chamaebatia foliolosa,Great Smoky Mountains National Park,44
Apocynum cannabinum,Great Smoky Mountains National Park,88
Lolium perenne ssp. multiflorum,Great Smoky Mountains National Park,95
Bonasa umbellus,Great Smoky Mountains National Park,80
Eclipta prostrata,Great Smoky Mountains National Park,82
Brassica kaber,Great Smoky Mountains National Park,116
Microtus montanus,Great Smoky Mountains National Park,84
Vaccinium membranaceum,Great Smoky Mountains National Park,73
Ribes viscosissimum var. viscosissimum,Great Smoky Mountains National Park,95
Erethizon dorsatum,Great Smoky Mountains National Park,53
Gymnogyps californianus,Great Smoky Mountains National Park,15
Hydrangea arborescens,Great Smoky Mountains National Park,76
Esox masquinongy,Great Smoky Mountains National Park,87
Asio otus,Great Smoky Mountains National Park,56
Ranunculus laxicaulis,Great Smoky Mountains National Park,110
Physostegia virginiana ssp. virginiana,Great Smoky Mountains National Park,72
Senecio pauciflorus,Great Smoky Mountains National Park,72
Amorpha fruticosa,Great Smoky Mountains National Park,52
Anemone parviflora,Great Smoky Mountains National Park,75
Panicum rigidulum var. rigidulum,Great Smoky Mountains National Park,56
Salix lasiandra var. caudata,Great Smoky Mountains National Park,93
Micropterus dolomieu,Great Smoky Mountains National Park,112
Betula glandulosa,Great Smoky Mountains National Park,66
Lupinus argenteus var. laxiflorus,Great Smoky Mountains National Park,109
Sphenopholis intermedia,Great Smoky Mountains National Park,95
Phlox carolina ssp. alta,Great Smoky Mountains National Park,84
Cirsium carolinianum,Great Smoky Mountains National Park,96
Lupinus formosus var. formosus,Great Smoky Mountains National Park,67
Fragaria virginiana,Great Smoky Mountains National Park,107
Silene latifolia ssp. alba,Great Smoky Mountains National Park,48
Drosera rotundifolia,Great Smoky Mountains National Park,41
Wisteria frutescens,Great Smoky Mountains National Park,38
Quiscalus mexicanus,Great Smoky Mountains National Park,99
Cygnus columbianus,Great Smoky Mountains National Park,114
Geranium pusillum,Great Smoky Mountains National Park,62
Rhus hirta,Great Smoky Mountains National Park,103
Salmo trutta,Great Smoky Mountains National Park,65
Acer spicatum,Great Smoky Mountains National Park,82
Calcarius lapponicus,Great Smoky Mountains National Park,104
Callipepla californica,Great Smoky Mountains National Park,63
Kalmia polifolia ssp. polifolia,Great Smoky Mountains National Park,78
Mentha X piperita,Great Smoky Mountains National Park,82
Achnatherum pinetorum,Great Smoky Mountains National Park,75
Verbascum blattaria,Great Smoky Mountains National Park,89
Saxifraga caroliniana,Great Smoky Mountains National Park,75
Adenostoma fasciculatum,Great Smoky Mountains National Park,57
Hieracium paniculatum,Great Smoky Mountains National Park,56
Crepis occidentalis ssp. costata,Great Smoky Mountains National Park,83
Entodon sullivantii,Great Smoky Mountains National Park,64
Dichanthelium commutatum,Great Smoky Mountains National Park,88
Carex hassei,Great Smoky Mountains National Park,108
Quercus falcata,Great Smoky Mountains National Park,111
Pterostegia drymarioides,Great Smoky Mountains National Park,117
Cephalanthera austiniae,Great Smoky Mountains National Park,74
Athyrium filix-femina var. cyclosorum,Great Smoky Mountains National Park,47
Potamogeton robbinsii,Great Smoky Mountains National Park,75
Chenopodium glaucum var. salinum,Great Smoky Mountains National Park,96
Bromus hordeaceus ssp. hordeaceus,Great Smoky Mountains National Park,94
Passer domesticus,Great Smoky Mountains National Park,83
Vulpia microstachys var. confusa,Great Smoky Mountains National Park,45
Gymnorhinus cyanocephalus,Great Smoky Mountains National Park,73
Madia exigua,Great Smoky Mountains National Park,121
Zonotrichia querula,Great Smoky Mountains National Park,83
Lilium superbum,Great Smoky Mountains National Park,63
Gentiana newberryi var. tiogana,Great Smoky Mountains National Park,67
Toxicodendron radicans ssp. radicans,Great Smoky Mountains National Park,85
Holcus lanatus,Great Smoky Mountains National Park,65
Mimulus palmeri,Great Smoky Mountains National Park,64
Carex blanda,Great Smoky Mountains National Park,76
Myotis ciliolabrum,Great Smoky Mountains National Park,70
Castilleja minor ssp. spiralis,Great Smoky Mountains National Park,93
Caulophyllum thalictroides,Great Smoky Mountains National Park,130
Rhus aromatica,Great Smoky Mountains National Park,81
Plethodon websteri,Great Smoky Mountains National Park,88
Mentha X gracilis,Great Smoky Mountains National Park,57
Moxostoma carinatum,Great Smoky Mountains National Park,79
Setaria faberi,Great Smoky Mountains National Park,78
Contopus borealis,Great Smoky Mountains National Park,80
Funaria calvescens,Great Smoky Mountains National Park,74
Oenothera laciniata,Great Smoky Mountains National Park,47
Tephrosia virginiana,Great Smoky Mountains National Park,92
Rudbeckia hirta var. hirta,Great Smoky Mountains National Park,60
Polygala alba,Great Smoky Mountains National Park,55
Carex amplectens,Great Smoky Mountains National Park,49
Arnica nevadensis,Great Smoky Mountains National Park,73
Rubus frondosus,Great Smoky Mountains National Park,54
Listera smallii,Great Smoky Mountains National Park,71
Aralia nudicaulis,Great Smoky Mountains National Park,55
Verbascum virgatum,Great Smoky Mountains National Park,79
Viburnum rafinesquianum,Great Smoky Mountains National Park,120
Ceanothus americanus,Great Smoky Mountains National Park,93
Eurycea wilderae,Great Smoky Mountains National Park,54
Campylopus atrovirens,Great Smoky Mountains National Park,75
Canis rufus,Great Smoky Mountains National Park,13
Pycnanthemum beadlei,Great Smoky Mountains National Park,64
Cardamine hirsuta,Great Smoky Mountains National Park,99
Osmunda regalis var. spectabilis,Great Smoky Mountains National Park,69
Parula americana,Great Smoky Mountains National Park,97
Erigeron peregrinus var. callianthemus,Great Smoky Mountains National Park,90
Panicum rigidulum var. rigidulum,Great Smoky Mountains National Park,61
Corallorrhiza maculata,Great Smoky Mountains National Park,54
Microstegium vimineum,Great Smoky Mountains National Park,69
Melica harfordii,Great Smoky Mountains National Park,64
Carex swanii,Great Smoky Mountains National Park,64
Juncus dudleyi,Great Smoky Mountains National Park,66
Polemonium eximium,Great Smoky Mountains National Park,39
Heliopsis helianthoides,Great Smoky Mountains National Park,80
Setaria italica,Great Smoky Mountains National Park,64
Ludwigia decurrens,Great Smoky Mountains National Park,79
Nerodia erythrogaster,Great Smoky Mountains National Park,99
Fagopyrum esculentum,Great Smoky Mountains National Park,26
Muhlenbergia montana,Great Smoky Mountains National Park,76
Arceuthobium abietinum,Great Smoky Mountains National Park,77
Prunus angustifolia,Great Smoky Mountains National Park,59
Ludwigia palustris,Great Smoky Mountains National Park,83
Philadelphus hirsutus,Great Smoky Mountains National Park,48
Ceanothus integerrimus,Great Smoky Mountains National Park,55
Cardinalis cardinalis,Great Smoky Mountains National Park,49
Mimosa quadrivalvis var. angustata,Great Smoky Mountains National Park,83
Epilobium oreganum,Great Smoky Mountains National Park,69
Rosa micrantha,Great Smoky Mountains National Park,60
Buchnera americana,Great Smoky Mountains National Park,94
Mentzelia crocea,Great Smoky Mountains National Park,59
Homo sapiens,Great Smoky Mountains National Park,80
Juncus hallii,Great Smoky Mountains National Park,52
Silene latifolia,Great Smoky Mountains National Park,90
Strix occidentalis,Great Smoky Mountains National Park,11
Eurhynchium pulchellum,Great Smoky Mountains National Park,90
Penstemon aridus,Great Smoky Mountains National Park,90
Vitis vulpina,Great Smoky Mountains National Park,82
Deschampsia cespitosa,Great Smoky Mountains National Park,75
Lupinus albifrons var. albifrons,Great Smoky Mountains National Park,69
Conopholis americana,Great Smoky Mountains National Park,56
Lonicera conjugialis,Great Smoky Mountains National Park,56
Coreopsis lanceolata,Great Smoky Mountains National Park,70
Dodecatheon jeffreyi,Great Smoky Mountains National Park,61
Gamochaeta falcata,Great Smoky Mountains National Park,82
Hylotelephium telephium,Great Smoky Mountains National Park,65
Rosa arkansana,Great Smoky Mountains National Park,56
Erythronium purpurascens,Great Smoky Mountains National Park,83
Sylvilagus floridanus,Great Smoky Mountains National Park,57
Carex albicans var. emmonsii,Great Smoky Mountains National Park,47
Larus californicus,Great Smoky Mountains National Park,59
Lepidium densiflorum var. pubecarpum,Great Smoky Mountains National Park,72
Lespedeza hirta,Great Smoky Mountains National Park,89
Crepis acuminata,Great Smoky Mountains National Park,81
Microtus richardsoni,Great Smoky Mountains National Park,39
Pseudotaxiphyllum elegans,Great Smoky Mountains National Park,48
Cryptantha spiculifera,Great Smoky Mountains National Park,112
Haplohymenium triste,Great Smoky Mountains National Park,64
Ageratina altissima var. roanensis,Great Smoky Mountains National Park,63
Elodea nuttallii,Great Smoky Mountains National Park,68
Carex bebbii,Great Smoky Mountains National Park,57
Ulmus alata,Great Smoky Mountains National Park,103
Tussilago farfara,Great Smoky Mountains National Park,46
Sarracenia purpurea,Great Smoky Mountains National Park,69
Dichanthelium boscii,Great Smoky Mountains National Park,53
Monarda didyma,Great Smoky Mountains National Park,82
Bromus carinatus,Great Smoky Mountains National Park,51
Etheostoma gutselli,Great Smoky Mountains National Park,104
Schoenocrambe linifolia,Great Smoky Mountains National Park,102
Sus scrofa,Great Smoky Mountains National Park,106
Prunus subcordata,Great Smoky Mountains National Park,72
Convallaria majalis,Great Smoky Mountains National Park,65
Weissia controversa,Great Smoky Mountains National Park,62
Salix laevigata,Great Smoky Mountains National Park,96
Pseudacris maculata,Great Smoky Mountains National Park,156
Achnatherum occidentale,Great Smoky Mountains National Park,73
Circaea lutetiana ssp. canadensis,Great Smoky Mountains National Park,69
Felis silvestris,Great Smoky Mountains National Park,61
Helianthella uniflora,Great Smoky Mountains National Park,86
Lupinus breweri var. grandiflorus,Great Smoky Mountains National Park,62
Pleopeltis polypodioides,Great Smoky Mountains National Park,49
Carex gynandra,Great Smoky Mountains National Park,114
Allium tricoccum,Great Smoky Mountains National Park,66
