category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Vascular Plant,Carex albicans var. emmonsii,"Emmons Sedge, Sedge",,49.6,0.261
Vascular Plant,Carex albolutescens,"Greenish-White Sedge, Light-Colored Sedge",Species of Concern,4.5,2.847
Vascular Plant,Carex albursina,"A Sedge, Sedge",Endangered,82.4,0.199
Vascular Plant,Carex amphibola,Eastern Narrowleaf Sedge,Species of Concern,4.1,1.31
Vascular Plant,Carex amphibola var. rigida,"A Sedge, Rigid Sedge",,22.1,6.493
Vascular Plant,Carex amphibola var. turgida,Turgid Sedge,,76.7,1.421
Vascular Plant,Carex annectens,"A Sedge, Sedge",Species of Concern,227.4,2.888
Vascular Plant,Carex appalachica,Appalachian Sedge,,16.2,0.029
Vascular Plant,Carex atlantica,Prickly Bog Sedge,Species of Concern,17.9,0.711
Vascular Plant,Carex atlantica ssp. atlantica,Sedge,,77.7,5.239
Vascular Plant,Carex atlantica ssp. capillacea,Prickly Bog Sedge,,6.0,2.536
Vascular Plant,Carex austrocaroliniana,"A Sedge, South Carolina Sedge",,54.9,75.195
Vascular Plant,Carex baileyi,"Bailey Sedge, Bailey's Sedge",Species of Concern,71.2,11.047
Vascular Plant,Carex barrattii,Barratt's Sedge,Species of Concern,26.4,4.353
Vascular Plant,Carex biltmoreana,Biltmore Sedge,Species of Concern,109.9,0.059
Vascular Plant,Carex blanda,"Sedge, Woodland Sedge",,16.1,0.239
Vascular Plant,Carex brevior,"Brevior Sedge, Fescue Sedge, Shortbeak Sedge",,38.7,35.714
Vascular Plant,Carex bromoides,"A Sedge, Sedge",,12.0,0.004
Vascular Plant,Carex brunnescens ssp. brunnescens,Brownish Sedge,,15.0,16.179
Vascular Plant,Carex brunnescens ssp. sphaerostachya,"Brownish Sedge, Few Flowered Sedge",In Recovery,46.8,4.809
Vascular Plant,Carex caroliniana,"Carolina Sedge, Hirsute Sedge",In Recovery,17.5,0.067
Vascular Plant,Carex cephalophora,"Oval-Leaved Sedge, Sedge",,45.5,0.205
Vascular Plant,Carex cherokeensis,Cherokee Sedge,,337.3,6.864
Vascular Plant,Carex communis,"Common Sedge, Fibrous-Root Sedge",,12.2,0.358
Vascular Plant,Carex communis var. amplisquama,Dixie Sedge,Species of Concern,21.9,0.906
Vascular Plant,Carex communis var. communis,Fibrousroot Sedge,,93.7,2.628
Vascular Plant,Carex complanata,Blue Sedge,Species of Concern,10.2,186.066
Vascular Plant,Carex conjuncta,Soft Fox Sedge,,26.0,11.269
Vascular Plant,Carex corrugata,Prune-Fruit Sedge,Endangered,11.8,4.087
Vascular Plant,Carex crebriflora,Coastalplain Sedge,,35.6,0.015
Vascular Plant,Carex crinita var. crinita,Drooping Sedge,Threatened,275.4,41.538
Vascular Plant,Carex cristatella,"Sedge, Small Crested Sedge",,15.2,0.105
Vascular Plant,Carex cumberlandensis,Local Sedge,,37.2,2.048
Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",,37.6,2.662
Vascular Plant,Carex debilis var. debilis,White Edge Sedge,,45.0,61.452
Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,,48.5,0.12
Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,,125.8,99.637
Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",Species of Concern,1077.6,0.099
Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",,32.8,0.009
Vascular Plant,Carex festucacea,Fescue Sedge,Endangered,47.6,0.419
Vascular Plant,Carex flaccosperma,Thinfruit Sedge,,246.7,0.238
Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",Species of Concern,3.2,0.508
Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,,2.3,10.781
Vascular Plant,Carex gracillima,Graceful Sedge,,2.1,1.77
Vascular Plant,Carex granularis,Granular Sedge,Species of Concern,2.0,0.74
Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,In Recovery,176.3,4.062
Vascular Plant,Carex grayi,Gray's Sedge,Endangered,8.7,1.525
Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,Species of Concern,25.1,5.374
Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",,4.8,7.253
Vascular Plant,Carex hirsutella,Hirsute Sedge,,1.0,0.341
Vascular Plant,Carex intumescens,Intumescent Sedge,Species of Concern,13.7,8.031
Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",Species of Concern,25.2,0.049
Vascular Plant,Carex kraliana,Kral's Sedge,,7.5,2.709
Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",Species of Concern,22.3,0.388
Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",In Recovery,13.8,9.397
Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",,13.2,1.323
Vascular Plant,Carex leavenworthii,Leavenworth Sedge,Threatened,331.6,0.047
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",Species of Concern,2.7,11.693
Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",,10.9,0.744
Vascular Plant,Carex louisianica,Louisiana Sedge,,9.6,0.861
Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,,167.0,12.247
Vascular Plant,Carex lucorum var. lucorum,Long-Beaked Sedge,,69.0,0.048
Vascular Plant,Carex lupulina,"A Sedge, Larger Hop Sedge",Threatened,6.2,0.001
Vascular Plant,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",Species of Concern,9.3,18.025
Vascular Plant,Carex macrochaeta,Alaska Large Awn Sedge,Endangered,45.6,0.948
Vascular Plant,Carex misera,"Miserable Sedge, Wretched Sedge",Species of Concern,23.9,0.295
Vascular Plant,Carex muehlenbergii var. muehlenbergii,Muhlenberg's Sedge,,31.4,11.186
Vascular Plant,Carex nigromarginata,"Black-Edge Sedge, Black-Margined Sedge",Species of Concern,3.5,3.487
Vascular Plant,Carex normalis,"A Sedge, Sedge",Species of Concern,75.1,0.584
Vascular Plant,Carex oligocarpa,Sedge,Species of Concern,56.9,1875.51
Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,,21.6,4.407
Vascular Plant,Carex pedunculata,"Longstalk Sedge, Peduncled Sedge",In Recovery,10.1,2.594
Vascular Plant,Carex pensylvanica,Pennsylvania Sedge,,42.6,2.683
Vascular Plant,Carex plantaginea,Plantain-Leaved Sedge,Species of Concern,7.2,2.762
Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",,141.8,5.061
Vascular Plant,Carex prasina,Drooping Sedge,,77.8,0.912
Vascular Plant,Carex projecta,"Necklace Sedge, Sedge",Species of Concern,60.3,3.314
Vascular Plant,Carex purpurifera,"Purple Sedge, Purple-Based Sedge",,7.8,3.656
Vascular Plant,Carex radiata,"Radiate Sedge, Stellate Sedge",,7.5,0.339
Vascular Plant,Carex retroflexa,Reflexed Sedge,,30.8,3.466
Vascular Plant,Carex rosea,"A Sedge, Roseate Sedge",Threatened,5.9,22.988
Vascular Plant,Carex ruthii,"Ruth Sedge, Ruth's Sedge",,48.7,0.283
Vascular Plant,Carex scabrata,Rough Sedge,,3.9,1.148
Vascular Plant,Carex scoparia,"Pointed Broom Sedge, Sedge",Species of Concern,14.4,2.188
Vascular Plant,Carex sparganioides,"Bur-Reed Sedge, Sedge",Species of Concern,15.9,0.011
Vascular Plant,Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",,15.4,0.768
Vascular Plant,Carex stipata,"Stalk-Grain Sedge, Stipate Sedge",Species of Concern,52.5,0.288
Vascular Plant,Carex striatula,Lined Sedge,In Recovery,183.9,0.014
Vascular Plant,Carex stricta,Uptight Sedge,,118.3,0.941
Vascular Plant,Carex styloflexa,"Bent Sedge, Sedge",Threatened,68.8,2.013
Vascular Plant,Carex swanii,"Swan Sedge, Swan's Sedge",,96.3,0.626
Vascular Plant,Carex texensis,Texas Sedge,Endangered,6.6,57.47
Vascular Plant,Carex tonsa var. rugosperma,Parachute Sedge,,21.4,2.869
Vascular Plant,Carex torta,Twisted Sedge,,108.0,0.125
Vascular Plant,Carex tribuloides,"Blunt Broom Sedge, Sedge",Threatened,50.1,0.377
Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,,20.9,1.975
Vascular Plant,Carex trisperma,Three-Seeded Sedge,Species of Concern,4.1,0.235
Vascular Plant,Carex umbellata,"A Sedge, Umbel Sedge",Species of Concern,124.1,15.112
Vascular Plant,Carex virescens,"Ribbed Sedge, Sedge",,22.8,3.028
Vascular Plant,Carex vulpinoidea,Fox Sedge,Species of Concern,17.2,48.982
Vascular Plant,Carex willdenowii,Willdenow's Sedge,,19.3,2.944
Vascular Plant,Cymophyllus fraserianus,Fraser's Sedge,In Recovery,97.1,0.236
Vascular Plant,Cyperus bipartitus,"Shining Flatsedge, Slender Flatsedge",Species of Concern,159.3,0.036
Vascular Plant,Cyperus croceus,Round-Headed Umbrella Sedge,Species of Concern,173.4,0.649
Vascular Plant,Cyperus dipsaceus,"Wright Flatsedge, Wright's Flatsedge",Endangered,18.3,0.015
Vascular Plant,Cyperus echinatus,Globe Flatsedge,,14.2,0.123
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,Endangered,11.8,1.17
Vascular Plant,Cyperus flavescens,"Pale Flatsedge, Yellow Flatsedge",,77.4,2.77
Vascular Plant,Cyperus iria,Ricefield Flatsedge,,35.5,0.107
Vascular Plant,Cyperus lancastriensis,"Many-Flowered Umbrella-Sedge, Umbrella-Sedge",Species of Concern,8.5,147.941
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,Endangered,10.2,103.598
Vascular Plant,Cyperus polystachyos var. texensis,Umbrella-Sedge,,18.3,1.658
Vascular Plant,Cyperus pseudovegetus,Marsh Flatsedge,Species of Concern,88.6,39.636
Vascular Plant,Cyperus refractus,Reflexed Flatsedge,,21.5,0.625
Vascular Plant,Cyperus retrofractus,Rough Flatsedge,,22.9,3.838
Vascular Plant,Cyperus retrorsus,"Retrorse Flatsedge, Umbrella-Sedge",,71.5,1.666
Vascular Plant,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,,51.6,99.077
Vascular Plant,Cyperus rivularis,Riverside Umbrella-Sedge,Species of Concern,38.8,3.594
Vascular Plant,Cyperus rotundus,Nutgrass,,4.0,0.002
Vascular Plant,Cyperus setigerus,Thin-Fruited Umbrella Sedge,Species of Concern,39.1,1.301
Vascular Plant,Cyperus strigosus,"Straw-Colored Flatsedge, Umbrella-Sedge",,13.2,3.031
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,Threatened,22.8,27.645
Vascular Plant,Eleocharis acicularis,Needle Sedge,,27.2,0.255
Vascular Plant,Eleocharis microcarpa,Smallfruit Spikerush,,80.5,0.958
Vascular Plant,Eleocharis obtusa,"Blunt Spike-Rush, Spike-Rush",Species of Concern,46.1,0.5
Vascular Plant,Eleocharis palustris,Spike-Rush,,11.2,2.035
Vascular Plant,Eleocharis quadrangulata,Squarestem Spikerush,Endangered,24.9,5.472
Vascular Plant,Eleocharis tenuis var. verrucosa,Slender Spikerush,,17.8,0.017
Vascular Plant,Eleocharis tuberculosa,Cone-Cup Spikerush,Species of Concern,14.6,11.996
Vascular Plant,Fimbristylis autumnalis,"Autumn Fimbristylis, Slender Fimbry",,17.2,0.891
Vascular Plant,Fimbristylis tomentosa,Woolly Fimbry,In Recovery,80.1,0.278
Vascular Plant,Kyllinga brevifolioides,"Pasture Flatsedge, Short-Foliaged Umbrella-Sedge",,3.9,1.103
Vascular Plant,Kyllinga gracillima,Spikesedge,,13.7,0.147
Vascular Plant,Kyllinga pumila,Annual Umbrella-Sedge,,19.9,5.634
Vascular Plant,Rhynchospora capitellata,"Beak-Rush, Brownish Beakrush",,24.3,3.552
Vascular Plant,Rhynchospora glomerata,Clustered Beaksedge,,216.2,0.7
Vascular Plant,Rhynchospora gracilenta,Slender Beaksedge,,34.3,0.462
Vascular Plant,Schoenoplectus purshianus,Weakstalk Bulrush,,8.9,0.382
Vascular Plant,Schoenoplectus tabernaemontani,"Great Bulrush, Softstem Bulrush, Soft-Stem Bulrush",,13.8,4.05
Vascular Plant,Scirpus atrovirens,"Bulrush, Woolgrass Bulrush",Threatened,411.1,0.275
Vascular Plant,Scirpus cyperinus,"Bulrush, Cottongrass Bulrush",Species of Concern,14.9,1.408
Vascular Plant,Scirpus expansus,Woodland Bulrush,In Recovery,39.4,3.186
Vascular Plant,Scirpus lineatus,Drooping Bulrush,,114.5,0.004
Vascular Plant,Scirpus pendulus,Rufous Bulrush,,1.4,0.477
Vascular Plant,Scirpus polyphyllus,"Leafy Bulrush, Many-Leaved Bulrush",,91.5,0.033
Vascular Plant,Scirpus purshianus,"Bulrush, Weakstalk Bulrush",,0.7,6.875
Vascular Plant,Scirpus tabernaemontani,Great Bulrush,,32.9,0.108
Vascular Plant,Scleria oligantha,"Little-Headed Nutrush, Nut-Rush",,7.5,0.146
Vascular Plant,Scleria pauciflora,Fewflower Nutrush,Species of Concern,28.0,0.344
Vascular Plant,Scleria triglomerata,"Nut-Rush, Whip Nutrush",,44.4,0.001
Vascular Plant,Trichophorum caespitosum,Tufted Bulrush,,8.8,0.099
Vascular Plant,Trichophorum caespitosus,Deerhair Bulrush,Species of Concern,18.0,0.43
Vascular Plant,Juncus,Rush,,63.9,0.016
Vascular Plant,Juncus acuminatus,"Acuminate Rush, Sharp-Fruit Rush",Endangered,25.9,6.658
Vascular Plant,Juncus biflorus,Two-Flowered Rush,,227.7,0.494
Vascular Plant,Juncus brevicaudatus,"Narrow-Panicled Rush, Short-Caudate Rush",Species of Concern,36.2,0.018
Vascular Plant,Juncus canadensis,Canada Rush,,1.4,13.625
Vascular Plant,Juncus coriaceus,"Coriaceous Rush, Leathery Rush",,24.4,31.383
Vascular Plant,Juncus debilis,"Rush, Weak Rush",,4.7,6.048
Vascular Plant,Juncus dichotomus,Rush,,231.0,4.708
Vascular Plant,Juncus diffusissimus,"Diffuse Rush, Slimpod Rush",Species of Concern,34.2,1.684
Vascular Plant,Juncus dudleyi,Dudley's Rush,,3.7,48.859
Vascular Plant,Juncus effusus var. solutus,Lamp Rush,,11.8,5.819
Vascular Plant,Juncus gymnocarpus,"Few-Seeded Rush, Naked-Fruited Rush",Threatened,3.8,0.086
Vascular Plant,Juncus interior,Inland Rush,,137.3,0.692
Vascular Plant,Juncus longii,Long's Rush,Species of Concern,140.3,1.356
Vascular Plant,Juncus marginatus,"Grassleaf Rush, Margined Rush",,2.7,15.335
Vascular Plant,Juncus scirpoides,"Rush, Scirpus-Like Rush",Species of Concern,12.1,9.457
Vascular Plant,Juncus subcaudatus var. subcaudatus,Woodland Rush,Threatened,25.3,0.035
Vascular Plant,Juncus tenuis,Poverty Rush,,29.9,399.637
Vascular Plant,Juncus trifidus,Highland Rush,,44.3,1.428
Vascular Plant,Luzula acuminata,Hairy Woodrush,Endangered,89.2,2.792
Vascular Plant,Luzula acuminata var. acuminata,Wood-Rush,,31.5,0.108
Vascular Plant,Luzula acuminata var. carolinae,Wood-Rush,,32.5,21.947
Vascular Plant,Luzula bulbosa,Bulbous Woodrush,,9.0,58.046
Vascular Plant,Luzula echinata,"Wood Rush, Wood-Rush",Endangered,22.0,0.179
Vascular Plant,Luzula multiflora,"Common Woodrush, Wood-Rush",Species of Concern,81.2,0.805
Vascular Plant,Aegilops cylindrica,Jointed Goatgrass,Species of Concern,61.0,0.795
Vascular Plant,Agrostis capillaris,Rhode Island Bent,Endangered,22.8,5.663
Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",Endangered,34.8,0.011
Vascular Plant,Agrostis gigantea,Redtop,Species of Concern,6.4,16.836
Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",,20.9,0.445
Vascular Plant,Agrostis mertensii,Northern Agrostis,Species of Concern,4.8,0.111
Vascular Plant,Agrostis perennans,"Perenial Bentgrass, Upland Bent",,2.2,1.28
Vascular Plant,Agrostis scabra,"Rough Bentgrass, Rough Hairgrass",Species of Concern,12.0,0.147
Vascular Plant,Agrostis stolonifera,Creeping Bentgrass,In Recovery,22.6,4.096
Vascular Plant,Alopecurus carolinianus,"Carolina Foxtail, Tufted Foxtail",,302.4,0.038
Vascular Plant,Andropogon gerardii,Big Bluestem,,98.6,18.779
Vascular Plant,Andropogon glomeratus,"Bushy Bluestem, Marsh Broomsedge",,9.6,2.74
Vascular Plant,Andropogon gyrans var. gyrans,"Elliott Bluestem, Elliott's Bluestem",Species of Concern,14.2,2.623
Vascular Plant,Andropogon ternarius,Silver Bluestem,,150.0,7.493
Vascular Plant,Andropogon virginicus,"Broom-Sedge, Virginia Broomsedge",Species of Concern,45.2,0.562
Vascular Plant,Anthoxanthum odoratum,Sweet Vernal Grass,Species of Concern,4.1,0.979
Vascular Plant,Aristida dichotoma var. dichotoma,Churchmouse Threeawn,,104.4,0.036
Vascular Plant,Aristida oligantha,Prairie Threeawn,Species of Concern,6.9,2.261
Vascular Plant,Aristida purpurascens,Purple Triple-Awned Grass,In Recovery,7.5,0.227
Vascular Plant,Arrhenatherum elatius var. elatius,Tall Oatgrass,Species of Concern,14.8,0.054
Vascular Plant,Arthraxon hispidus,Arthraxon Grass,,7.6,9.569
Vascular Plant,Arundinaria gigantea ssp. gigantea,Giant Cane,,5.1,0.03
Vascular Plant,Arundo donax,Giantreed,Species of Concern,11.5,10.277
Vascular Plant,Avena sativa,"Cultivated Oat, Oats",Species of Concern,19.4,0.516
Vascular Plant,Brachyelytrum erectum,"Bearded Short-Husk, Common Shorthusk",Species of Concern,25.9,0.021
Vascular Plant,Brachyelytrum septentrionale,Northern Shorthusk,Species of Concern,44.4,4.3
Vascular Plant,Bromus ciliatus,Fringed Brome,,15.0,20.385
Vascular Plant,Bromus commutatus,"Common Brome Grass, Hairy Brome",,6.3,27.654
Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Soft Brome,,29.5,0.711
Vascular Plant,Bromus inermis,"Awnless Brome, Brome Grass",Species of Concern,24.0,1.261
Vascular Plant,Bromus japonicus,"Japanese Brome, Japanese Chess",,106.1,0.112
Vascular Plant,Bromus kalmii,Hairy Wood Brome Grass,Species of Concern,9.8,21.994
Vascular Plant,Bromus latiglumis,Earlyleaf Brome,,12.0,15.663
Vascular Plant,Bromus pubescens,Native Brome Grass,,188.5,0.604
Vascular Plant,Bromus racemosus,Brome Grass,,55.6,0.092
Vascular Plant,Bromus secalinus,"Cheat Grass, Rye Brome",Species of Concern,60.7,2.714
Vascular Plant,Bromus tectorum,"Bromegrass, Cheat Grass",,43.3,0.328
Vascular Plant,Calamagrostis cainii,"Cain's Reed-Bent Grass, Cain's Reed-Grass",Species of Concern,3.3,5.802
Vascular Plant,Calamagrostis canadensis,Bluejoint,Endangered,2.1,0.746
Vascular Plant,Calamagrostis cinnoides,"Nuttall's Small-Reedgrass, Reed-Bent Grass",,75.9,2.664
Vascular Plant,Calamagrostis coarctata,Arctic Reedgrass,,254.2,21.387
Vascular Plant,Chasmanthium latifolium,"Broad-Leaved Spanglegrass, Indian Sea-Oats",Species of Concern,11.2,1.765
Vascular Plant,Chasmanthium laxum,Slender Woodoats,,23.2,0.032
Vascular Plant,Chasmanthium laxum ssp. sessiliflorum,Sessil-Leaved Spanglegrass,,7.9,0.406
Vascular Plant,Chasmanthium laxum var. laxum,Nodding Spanglegrass,,2.1,1.857
Vascular Plant,Chasmanthium laxum var. sessiliflorum,Slender Woodoats,Species of Concern,18.2,0.025
Vascular Plant,Chasmanthium sessiliflorum,"Longleaf Spikegrass, Longleaf Woodoats",,39.8,9.872
Vascular Plant,Cinna arundinacea,"Reedgrass, Stout Wood Reed-Grass",,32.2,0.733
Vascular Plant,Cinna latifolia,"Slender Wood Reedgrass, Woodreed",,49.9,9.03
Vascular Plant,Cynodon dactylon,"Bermuda Grass, Bermuda-Grass",Species of Concern,35.5,0.21
Vascular Plant,Cynosurus cristatus,Crested Dogstailgrass,,34.2,32.743
Vascular Plant,Dactylis glomerata,Orchard Grass,,12.0,312.576
Vascular Plant,Danthonia compressa,"Flattened Oatgrass, Mountain Oat Grass",Species of Concern,13.1,1.788
Vascular Plant,Danthonia epilis,Oat Grass,,10.9,2.881
Vascular Plant,Danthonia sericea,"Downy Oat Grass, Silky Oat-Grass",Species of Concern,3.0,0.421
Vascular Plant,Danthonia spicata,"Poverty Grass, Poverty Oat-Grass",,6.6,2.313
Vascular Plant,Deschampsia flexuosa,Wavy Hairgrass,Threatened,80.9,8.29
Vascular Plant,Diarrhena americana,American Beakgrain,Endangered,1.4,271.829
Vascular Plant,Dichanthelium acuminatum var. acuminatum,Tapered Rosette Grass,Species of Concern,35.0,0.237
Vascular Plant,Dichanthelium acuminatum var. fasciculatum,Woolly Panic Grass,,29.6,2.561
Vascular Plant,Dichanthelium acuminatum var. lindheimeri,Lindheimer Panicgrass,Species of Concern,11.0,2.704
Vascular Plant,Dichanthelium boscii,"Bosc's Witchgrass, Panic Grass",Species of Concern,11.8,0.6
Vascular Plant,Dichanthelium clandestinum,"Deer-Tongue Witchgrass, Panic Grass",,10.8,0.046
Vascular Plant,Dichanthelium commutatum,Common Panic Grass,,29.2,7.122
Vascular Plant,Dichanthelium depauperatum,"Green Panic-Grass, Panic Grass",Species of Concern,45.5,12.805
Vascular Plant,Dichanthelium dichotomum var. dichotomum,Small Panic Grass,Endangered,36.2,0.435
Vascular Plant,Dichanthelium dichotomum var. ensifolium,Cypress Panicgrass,Species of Concern,67.2,0.055
Vascular Plant,Dichanthelium latifolium,Broad-Leaved Panic Grass,,8.3,0.148
Vascular Plant,Dichanthelium laxiflorum,"Lax-Flower Witchgrass, Panic Grass",,89.7,17.409
Vascular Plant,Dichanthelium linearifolium,Panic Grass,Endangered,44.0,24.043
Vascular Plant,Dichanthelium longiligulatum,"Coastal-Plain Witchgrass, Long-Ligule Panic Grass",Species of Concern,8.5,3.941
Vascular Plant,Dichanthelium meridionale,Southern Panic Grass,,21.1,13.697
Vascular Plant,Dichanthelium sabulorum var. thinium,Small Panic Grass,,21.4,0.63
Vascular Plant,Dichanthelium scabriusculum,Panic Grass,Species of Concern,47.0,14.738
Vascular Plant,Dichanthelium scoparium,"Broom Panic Grass, Velvet Panic Grass",Species of Concern,11.0,1.415
Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,Species of Concern,6.9,0.003
